sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00001463,Report an Injured Animal,EAQ,311 City Services,Animal Care and Control,Completed,Phone Call,2021-01-01T12:03:15.000,2021-01-01T16:06:16.000,2021-01-01T16:06:16.000,3825 W OHIO ST,,,60624,3825,W,OHIO,ST,False,False,23,27,G021,2,11,1122,15,12,6,1,1150649.268197,1903720.555469,41.89171485942825,-87.72219203795716,"{'latitude': '41.89171485942825', 'longitude': '-87.72219203795716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001464,Yard Waste Pick-Up Request,SCQ,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T12:03:17.000,2021-01-04T08:57:38.000,2021-01-04T08:57:38.000,1218 W LUNT AVE,,,60626,1218,W,LUNT,AVE,False,False,1,49,M005,2,24,2423,29,12,6,1,1166513.144723,1946656.728041,42.0092087974276,-87.66269739287308,"{'latitude': '42.0092087974276', 'longitude': '-87.66269739287308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001465,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:03:33.000,2021-01-01T12:31:20.000,2021-01-01T12:03:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001466,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Completed,Internet,2021-01-01T12:03:40.000,2021-04-19T08:14:24.000,2021-04-19T08:14:24.000,3012 E 81ST ST,,,60617,3012,E,81ST,ST,False,False,46,7,X041,2,04,0422,21,12,6,1,1197719.042065,1851926.677901,41.7485404022287,-87.55106090975964,"{'latitude': '41.7485404022287', 'longitude': '-87.55106090975964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001467,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:03:56.000,2021-01-01T12:31:57.000,2021-01-01T12:03:56.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001468,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:04:00.000,2021-01-01T12:31:20.000,2021-01-01T12:04:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001469,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Completed,Phone Call,2021-01-01T12:04:39.000,2021-04-13T09:54:00.000,2021-04-13T09:53:58.000,101 E 103RD ST,,,60628,101,E,103RD,ST,False,False,49,9,Q047,1,05,0512,5,12,6,1,1179005.981233,1836698.112682,41.707197703303095,-87.62009377774244,"{'latitude': '41.707197703303095', 'longitude': '-87.62009377774244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001470,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:04:42.000,2021-01-01T12:31:01.000,2021-01-01T12:04:43.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001471,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:04:51.000,2021-01-01T12:31:01.000,2021-01-01T12:04:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001472,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:04:51.000,2021-01-01T12:31:01.000,2021-01-01T12:04:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001473,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:04:52.000,2021-01-01T12:31:01.000,2021-01-01T12:04:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001474,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:05:03.000,2021-01-01T12:31:57.000,2021-01-01T12:05:03.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001475,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:05:16.000,2021-01-01T12:31:39.000,2021-01-01T12:05:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001476,Traffic Signal Out Complaint,SFB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T12:05:43.000,2021-01-01T14:41:50.000,2021-01-01T14:41:50.000,6401 W ADDISON ST,,,60634,6401,W,ADDISON,ST,False,False,17,36,Z114,3,16,1632,8,12,6,1,1133065.401166,1923264.464773,41.94567125924448,-87.78631280461119,"{'latitude': '41.94567125924448', 'longitude': '-87.78631280461119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001477,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:05:48.000,2021-01-01T12:31:57.000,2021-01-01T12:05:48.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001478,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:05:58.000,2021-01-01T12:31:39.000,2021-01-01T12:05:58.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001479,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:06:14.000,2021-01-01T12:31:01.000,2021-01-01T12:06:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001480,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:06:33.000,2021-01-01T12:31:01.000,2021-01-01T12:06:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001481,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:06:38.000,2021-01-01T12:31:39.000,2021-01-01T12:06:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001482,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:07:03.000,2021-01-01T12:31:20.000,2021-01-01T12:07:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001483,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Completed,Mobile Device,2021-01-01T12:07:14.000,2021-01-08T09:02:46.000,2021-01-08T09:02:46.000,3907 W WRIGHTWOOD AVE,,,60647,3907,W,WRIGHTWOOD,AVE,False,False,22,31,G016,2,25,2524,39,12,6,1,1149841.062249,1916922.455454,41.92795791205138,-87.72481626279468,"{'latitude': '41.92795791205138', 'longitude': '-87.72481626279468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001484,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T12:07:23.000,2021-01-01T12:31:39.000,2021-01-01T12:07:24.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,12,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001485,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:07:25.000,2021-01-01T12:31:20.000,2021-01-01T12:07:25.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001486,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:07:39.000,2021-01-01T12:31:57.000,2021-01-01T12:07:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001487,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:08:10.000,2021-01-01T12:31:01.000,2021-01-01T12:08:10.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001488,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T12:08:26.000,2021-01-04T08:59:15.000,2021-01-04T08:59:14.000,3737 W ADDISON ST,,,60618,3737,W,ADDISON,ST,False,False,21,30,G014,3,17,1732,32,12,6,1,1150693.212877,1923593.579976,41.946247388412594,-87.72150995464708,"{'latitude': '41.946247388412594', 'longitude': '-87.72150995464708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001489,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:08:31.000,2021-01-01T12:31:39.000,2021-01-01T12:08:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001490,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:09:01.000,2021-01-01T12:31:57.000,2021-01-01T12:09:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001491,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:09:15.000,2021-01-01T12:31:20.000,2021-01-01T12:09:15.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001492,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:09:55.000,2021-01-01T12:31:20.000,2021-01-01T12:09:56.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001493,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:10:52.000,2021-01-01T12:31:20.000,2021-01-01T12:10:52.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001494,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:11:11.000,2021-01-01T12:31:57.000,2021-01-01T12:11:12.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001495,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:12:12.000,2021-01-01T12:31:01.000,2021-01-01T12:12:13.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001496,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,2021-01-01T12:12:20.000,2021-01-02T17:15:56.000,2021-01-02T17:15:56.000,1835 N LINDER AVE,,,60639,1835,N,LINDER,AVE,False,False,25,37,C018,3,25,2532,26,12,6,1,1139522.796707,1911805.550773,41.914111245242935,-87.76285759366557,"{'latitude': '41.914111245242935', 'longitude': '-87.76285759366557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001497,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:12:24.000,2021-01-01T12:31:01.000,2021-01-01T12:12:24.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001498,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T12:12:31.000,2021-01-11T08:05:25.000,2021-01-11T08:05:24.000,1440 W LUNT AVE,,,60626,1440,W,LUNT,AVE,False,False,1,49,M005,2,24,2423,20,12,6,1,1165191.271151,1946616.828121,42.00912762334108,-87.66756208366427,"{'latitude': '42.00912762334108', 'longitude': '-87.66756208366427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001501,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T12:13:27.000,2021-01-01T12:31:39.000,2021-01-01T12:13:27.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,12,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00001502,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Completed,Internet,2021-01-01T12:13:50.000,2021-01-04T10:47:51.000,2021-01-04T10:47:51.000,4634 W WEST END AVE,,,60644,4634,W,WEST END,AVE,False,False,25,28,E022,1,11,1113,21,12,6,1,1145386.594549,1900687.929396,41.88349421373839,-87.7415964509598,"{'latitude': '41.88349421373839', 'longitude': '-87.7415964509598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
